Validation,ID,Submission,interwiever_name,type_interview,donor,pdmtype,office,unique_number,not_loc,ben_det_oblast,ben_det_raion,ben_det_hromada,gps_coordinates,not_mpca,not_cash_for_rent,not_cash_for_repair,agree_interviewed,age,sex,status_person,how_many_family,family,did_receive_cash,did_receive_cash_no,cash_repair_type,cash_repair_type_other,register_receive,register_receive_other,assistance_delivered,assistance_delivered_other,satisfied_process,satisfied_process_no,satisfied_cash_amount,how_much_money,how_much_money_yes,time_registered_assistance,experience_problems,experience_problems_yes,assistance_delivered_other_001,know_people_needing,know_people_needing_yes,organization_provide_information,better_inform_distribution,better_inform_distribution_other,rate_quality_assistance,rate_quality_assistance_dis,sectors_cash_assistance,sectors_cash_assistance_other,sectors_cash_assistance_food,sectors_cash_assistance_clothing,sectors_cash_assistance_utilities_heating,sectors_cash_assistance_healthcare,sectors_cash_assistance_hygiene_items,receive_additional,rent_benefit,rent_benefit_no,access_adequate_housing,improve_living,improve_living_other,spent_cash_assistance,spent_cash_assistance_yes,spent_cash_assistance_rent,money_received,money_received_other,assistance_enough,assistance_enough_no,assistance_other_repairs,assistance_other_repairs_yes,assistance_other_repairs_rate,brochure_provided,basic_needs_priorities,living_conditions_interventions,living_conditions_interventions_no,who_assisted,who_assisted_other,issues_regarding_repaired,issues_regarding_repaired_yes,shelter_assistance_return,shelter_assistance_return_no,planning_staying_repaired,planning_staying_repaired_other,planning_staying_repaired_no,square_metres,dwelling_water_proof,access_running_water,access_hot_water,access_washing_facilities,access_sanitation_facilities,access_heating,property_draft_proofing,property_adequately_insulated,property_double_glazed_windows,formal_agreement_landlord,access_external_locked,access-private_space,current_living_space,household_currently_have_clothing,two_weeks_household,receive_shelter_assistance,receive_shelter_assistance_no,needs_community_currently,needs_community_currently_other,any_member_household,any_member_household_yes,provide_someone_commission,provide_someone_commission_yes,provide_someone_commission_yes_other,feel_safe_travelling,feel_safe_travelling_bad,feel_treated_respect,know_address_suggestions,know_address_suggestions_yes,know_address_suggestions_yes_ndnp,know_address_suggestions_yes_ndnp_other,know_address_suggestions_no,know_address_suggestions_no_other,submitted_feedback_complaint,feedback_reporting_channels,feedback_reporting_channels_other,comment,not_thank
,485403319,9/29/2023 2:01:48 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,661178455,,khersonska,khersonskyi,khersonska_2,,,,,yes,55,female,yescap,3,3,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,"Все мокро і стріляють, тратити поки нікуди",yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485402185,9/29/2023 1:58:09 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,990046435,,khersonska,khersonskyi,khersonska_2,,,,,yes,40,female,yescap,3,3,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,other,все влаштовує,rtvs,,,,,,,,,,,,,,,,,,other,оренда житла,yes,,yes,оренда житла,rnfs,dnb,,pino,нічого не робили із за бойових дій,wanb,,no,,,,other,"із за бойових дій виїхали до Західної України, де орендуємо житло",,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485400608,9/29/2023 1:54:22 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,666762244,,khersonska,khersonskyi,khersonska_2,,,,,yes,71,female,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Будівельні матеріали,yes,,no,,,no,,piys,,wacd,,no,,no,Поки там не можливо жити,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485399364,9/29/2023 1:50:19 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,667343832,,khersonska,khersonskyi,khersonska_2,,,,,yes,71,male,yescap,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,ліки,yes,,yes,ліки,rntf,no,,piys,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphs | tpre | tptr,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,485398859,9/29/2023 1:48:33 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,950127360,,khersonska,khersonskyi,,,,,,yes,61,female,yesidp,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,,,,other,Побутова техніка.,no,"Будинок потребує капітального ремонту, виділених коштів нам буде не достатньо.",no,,,no,,piys,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphi | tpht | other,Ліхтарики.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,485398591,9/29/2023 1:48:04 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,956300791,,khersonska,khersonskyi,khersonska_2,,,,,yes,56,female,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Бережу на ремонт,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485395239,9/29/2023 1:41:28 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,507336401,,khersonska,khersonskyi,khersonska_2,,,,,yes,66,female,yescap,4,4,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,"будівельні матеріали, оренда житла",yes,,yes,оренда житла,rnfs,no,,piys,,wahd,,no,,yes,,other,"чоловік знаходиться дома, займається відновленням оселі. а ми з родиною орендуємо квартиру",,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tput,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,485394359,9/29/2023 1:39:46 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,957131311,,khersonska,khersonskyi,,,,,,yes,58,female,yesidp,4,4,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,ndna,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Очищення будинку.,no,"Нам потрібно робити капітальний ремонт після затоплення, наданих коштів недостатньо для цього.",no,,,yes,,piys,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdw | tphe | tpre,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485391935,9/29/2023 1:34:00 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,953206825,,khersonska,khersonskyi,khersonska_2,,,,,yes,57,female,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,"Там усе дуже мокро, нічого на ремонт не витратила",yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485391835,9/29/2023 1:33:40 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,500228270,,khersonska,khersonskyi,,,,,,yes,65,female,yesidp,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,ndnn,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,,,,other,Побутова техніка.,no,Наш будинок підлягає під знесення. На відбудову нам потрібно бвльшее коштів.,no,,,dnb,,piys,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,485390443,9/29/2023 1:29:36 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,501319658,,khersonska,khersonskyi,khersonska_2,,,,,yes,67,female,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,"Не витрачала, чекаю поки просохне",yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485386201,9/29/2023 1:18:42 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,505175733,,khersonska,khersonskyi,,,,,,yes,42,male,yescap,3,3,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,,,,other,"наймали бригаду, проводили дезинфекцію",yes,,no,,,no,,piys,,wacd,,no,,no,"не придатний до житла, сохнуть стіни",other,"не придатний до житла, сохнуть стіни. мешкаєм у батьків",,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,485384986,9/29/2023 1:15:28 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,506309291,,khersonska,khersonskyi,,,,,,yes,52,male,yesidp,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,На очищення стін та оздоблювальні роботи.,no,Висока ціна на будівельні матеріали.,no,,,yes,,piys,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpcs | tphe | tput,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,485383278,9/29/2023 1:10:31 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,509973186,,khersonska,khersonskyi,,,,,,yes,22,female,yesidp,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,ndna,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,,,,smro,,no,"Нам потрібно провести багато ремонтних робіт. На це потрібно більше коштів, ніж ми отримали.",no,,,no,,piym,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdw | tphe | tphs,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485381310,9/29/2023 1:05:54 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,991066904,,khersonska,khersonskyi,khersonska_2,,,,,yes,63,female,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще не витратила,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485380548,9/29/2023 1:03:42 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,668176578,,khersonska,khersonskyi,khersonska_2,,,,,yes,69,male,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,other,все добре,rtvs,,,,,,,,,,,,,,,,,,other,поки не витрачали,yes,,no,,,no,,piys,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tptr,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,485378358,9/29/2023 12:57:06 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,955057437,,khersonska,khersonskyi,khersonska_2,,,,,yes,46,female,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,поки не витрачали,yes,,no,,,no,,pino,"просихають стіни, було відсутнє світло. зараз тільки надали світло, почнемо щось робити",other,"просихають стіни, було відсутнє світло. зараз тільки надали світло, почнемо щось робити",no,,,,other,"поки не придатний до житла, имчасово мешкаємо в іншій оселі",,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tput,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,485377310,9/29/2023 12:53:45 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,501976584,,khersonska,khersonskyi,,,,,,yes,46,female,yesidp,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Закупили батереї.,yes,,no,,,no,,piys,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tphe | tput,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,485376017,9/29/2023 12:48:45 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,994720632,,khersonska,khersonskyi,,,,,,yes,62,male,yesidp,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,ndnr,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,,,,other,Нічого не робили.,no,"На ремонтні роботи, які потрібно провести нам недостатньо наданих коштів.",yes,На їжу та оренду житла.,rnfs,dnb,,pino,Нічого не робили.,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpcs | tphe | tpre,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,485373378,9/29/2023 12:39:19 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,662565630,,khersonska,khersonskyi,khersonska_2,,,,,yes,41,female,yescap,4,4,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Ждемо поки все висохне,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485370660,9/29/2023 12:31:21 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,3.80952E+11,,khersonska,khersonskyi,khersonska_2,,,,,yes,58,female,yescap,1,1,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Зберігаю для ремонту,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485370048,9/29/2023 12:29:07 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,957492458,,khersonska,khersonskyi,khersonska_2,,,,,yes,66,male,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,поки нічого не витрачали,no,"витрат багато, будинок не придатний до житла",no,,,no,,pino,будинок впав потрохи розбираємо,other,будинок впав потрохи розбираємо,no,,,,other,"будинок впав потрохи розбираємо, мешкаємо у доньки",,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,485368550,9/29/2023 12:25:36 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,506546783,,khersonska,khersonskyi,khersonska_2,,,,,yes,65,male,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,"ВСе дкже мокре, спочатку воно повинне висохти",yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485366799,9/29/2023 12:21:17 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,950767235,,khersonska,khersonskyi,,,,,,yes,61,male,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще нічого не витрачали.,yes,,no,,,no,,pino,Ще нічого не робили,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdw | tphe | tput,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,485363806,9/29/2023 12:12:28 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,500484331,,khersonska,khersonskyi,,,,,,yes,34,female,yesidp,3,3,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trow,no,,,ndna,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще не витрачали .,no,"Наш будинок підлягає під знесення. На відбудову нам потрібно більше коштів, ніж нам надали.",no,,,dnb,,pino,"Ми нічого не робили, бо виїхали зі свого будинку. Він не придатний для проживання.",wanb,,yes,У нашого будинку 10 співвласників. Усі поїхали та немає змоги вирішити питання з відшкодування пошкодженого майна.,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tpcs | tpla,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,485362208,9/29/2023 12:07:21 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,507673048,,khersonska,khersonskyi,khersonska_2,,,,,yes,62,male,yescap,2,2,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Ремонт робити неможливо все мокре,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485361841,9/29/2023 12:06:07 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,661185070,,khersonska,khersonskyi,khersonska_2,,,,,yes,80,female,yescap,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,поки нічого не витрачала,no,"дуже багато витрат, будинок під знос",no,,,no,,pino,"нічого не робили, будинок під знос",wanb,,no,,,,other,"будинок зруйнований під знос, тимчасово мешкає в Хмельніцькій області",,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,485361202,9/29/2023 12:04:01 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,509439785,,khersonska,khersonskyi,khersonska_2,,,,,yes,60,female,yescap,2,2,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Нічого не робили поки все мокре,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485357033,9/29/2023 11:51:43 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,662502787,,khersonska,khersonskyi,khersonska_2,,,,,yes,55,female,yesidp,5,5,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,other,зауважень не має,rtvs,,,,,,,,,,,,,,,,,,other,"придбання холодильника, оренда житла",yes,,yes,"придбання холодильника, оренда житла",rnst,no,,pino,поки нічого не роболи із за бойових дій,wanb,,no,,,,other,тимчасово виїхали до м. Миколаїва із за бойових дій,,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tput,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,485356549,9/29/2023 11:50:48 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,502168546,,khersonska,khersonskyi,khersonska_2,,,,,yes,39,female,yescap,8,8,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще рано щось робити бо все мокре і стріляють,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485352673,9/29/2023 11:37:59 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,666527055,,khersonska,khersonskyi,khersonska_2,,,,,yes,32,male,yescap,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,other,все добре,rtvs,,,,,,,,,,,,,,,,,,other,придбання ліжка,yes,,yes,придбання ліжка,rnst,no,,pino,"будинок повністю зруйновано, під знос",wanb,,no,,,,other,"мешкає у брата, власний будинок не придатний до житла, під знос",,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbe,,,
,485351181,9/29/2023 11:33:47 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,937945912,,khersonska,khersonskyi,khersonska_2,,,,,yes,68,female,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Будівельні матеріали,yes,,no,,,no,,piys,,wacd,,no,,no,Ще дуже мокро,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485349752,9/29/2023 11:29:42 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,990306880,,khersonska,khersonskyi,khersonska_2,,,,,yes,59,female,yescap,2,2,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Чекаємо коли все висохне,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485349163,9/29/2023 11:27:41 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,957565988,,khersonska,khersonskyi,khersonska_2,,,,,yes,72,female,yescap,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,"оренду житла, кмунальні послуги",yes,,yes,"оренду житла, кмунальні послуги",rnfs,no,,pino,"поки нічого не робили із за бойових дій, чекаємо комісію",wanb,,no,,,,other,"житло не придатно до життя, чекаємо комісію, наразі орендую житло",,,,,,,,,,,,,,,,,,rsca,,tphs | tpre | tput,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,485348244,9/29/2023 11:24:47 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,992977831,,khersonska,khersonskyi,khersonska_2,,,,,yes,65,male,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще нічого не робили мо все мокре,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485347002,9/29/2023 11:21:08 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,992814959,,khersonska,khersonskyi,khersonska_2,,,,,yes,55,female,yescap,3,3,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,"Бережемо гроші, чекаємо поки все висохне",yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485346628,9/29/2023 11:19:41 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,951992818,,khersonska,khersonskyi,,,,,,yes,35,female,yescap,2,2,yes,,rphr,,rrbp,,other,Допомога не доставлена.,ndna,Нічого не отримали.,no,no,,trrm,no,,,nddk,,no,dbdd,,rtds,Ми не отримали допомогу.,,,,,,,,,,,,,,,,,other,-,no,-,no,,,dnb,,pino,Не отримали грошову допомогу.,wahd,,no,,no,Не отримали грошову допомогу.,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdw | tphe | tput,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,"У бенефіціара є потреба у консультації юриста, щодо питань нарахування платежів за комунальні послуги у будинку, який затоплений.

За власний рахунок очистили будинок, та відремонтували стіни. Зараз терміново потребують ремонту даху, але можливості зробити це за власні кошти не мають.",
,485346454,9/29/2023 11:18:36 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,955787692,,khersonska,khersonskyi,khersonska_2,,,,,yes,61,female,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,,,,other,наймали людей для розгрибання сміття в будинку,yes,,no,,,no,,piys,,wacd,,no,,no,"будинок не придатний до житла, мешкаємо в оренованій оселі",other,"будинок не придатний до житла, мешкаємо в оренованій оселі",,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tput,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,485339447,9/29/2023 10:57:24 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,952021091,,khersonska,khersonskyi,,,,,,yes,39,female,yesidp,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,,,,other,"На їжу, на оренду квартири.",no,"Наш будинок підлягає під знесення, нам потрібні кошти, щоб збудувати новий.",yes,"На їжу, на оренду квартири.",rnfs,dnb,,pino,"Нічого не робили, бо будинок підлягає під знесення.",wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tpcs | tpre,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
